"year","dpt","dpt_url","circo","circo_url","tour","nuance","candidat","nameLast","nameFirst","sexe","voix","pct_inscrits","pct_exprimes","elected"
"2022","35","035","6","06","2","ENS","M. Thierry BENOIT",NULL,NULL,NULL,"26431","29.27","61.69","1"
"2022","35","035","7","07","2","ENS","F. Anne LE GAGNE",NULL,NULL,NULL,"21681","20.64","47.77","0"
"2022","35","035","7","07","2","LR","M. Jean-Luc BOURGEAUX",NULL,NULL,NULL,"23704","22.56","52.23","1"
"2022","35","035","8","08","2","NUP","M. Mickaël BOULOUX",NULL,NULL,NULL,"28261","31.06","57.97","1"
"2022","35","035","8","08","2","ENS","M. Florian BACHELIER",NULL,NULL,NULL,"20489","22.52","42.03","0"
"2022","36","036","1","01","2","NUP","F. Éloïse GONZALEZ",NULL,NULL,NULL,"14258","18.33","43.98","0"
"2022","36","036","1","01","2","ENS","M. François JOLIVET",NULL,NULL,NULL,"18158","23.35","56.02","1"
"2022","36","036","2","02","2","LR","M. Nicolas FORISSIER",NULL,NULL,NULL,"22507","25.47","58.19","1"
"2022","36","036","2","02","2","RN","M. Fabien THIRION",NULL,NULL,NULL,"16173","18.3","41.81","0"
"2022","37","037","1","01","2","NUP","M. Charles FOURNIER",NULL,NULL,NULL,"17461","24.54","53.51","1"
"2022","37","037","1","01","2","ENS","M. Philippe CHALUMEAU",NULL,NULL,NULL,"15171","21.32","46.49","0"
"2022","37","037","2","02","2","NUP","F. Christelle GOBERT",NULL,NULL,NULL,"18758","20.33","45.29","0"
"2022","37","037","2","02","2","ENS","M. Daniel LABARONNE",NULL,NULL,NULL,"22663","24.57","54.71","1"
"2022","37","037","3","03","2","NUP","F. Roxane SIRVEN",NULL,NULL,NULL,"19327","19.44","42.84","0"
"2022","37","037","3","03","2","ENS","M. Henri ALFANDARI",NULL,NULL,NULL,"25792","25.95","57.16","1"
"2022","37","037","4","04","2","NUP","M. Laurent BAUMEL",NULL,NULL,NULL,"20752","22.48","49.48","0"
"2022","37","037","4","04","2","ENS","F. Fabienne COLBOC",NULL,NULL,NULL,"21185","22.95","50.52","1"
"2022","37","037","5","05","2","ENS","F. Sabine THILLAYE",NULL,NULL,NULL,"22055","25.32","59.06","1"
"2022","37","037","5","05","2","RN","F. Ambre LOUISIN",NULL,NULL,NULL,"15286","17.55","40.94","0"
"2022","38","038","1","01","2","NUP","F. Salomé ROBIN",NULL,NULL,NULL,"20427","23.83","44.47","0"
"2022","38","038","1","01","2","ENS","M. Olivier VÉRAN",NULL,NULL,NULL,"25512","29.76","55.53","1"
"2022","38","038","2","02","2","NUP","F. Cyrielle CHATELAIN",NULL,NULL,NULL,"16992","21.62","52.13","1"
"2022","38","038","2","02","2","ENS","M. Jean-Charles COLAS-ROY",NULL,NULL,NULL,"15604","19.85","47.87","0"
"2022","38","038","3","03","2","NUP","F. Élisa MARTIN",NULL,NULL,NULL,"15326","25.37","57.48","1"
"2022","38","038","3","03","2","ENS","F. Emilie CHALAS",NULL,NULL,NULL,"11338","18.77","42.52","0"
"2022","38","038","4","04","2","NUP","F. Marie-Noëlle BATTISTEL",NULL,NULL,NULL,"24016","26.13","58.06","1"
"2022","38","038","4","04","2","ENS","F. Fanny LACROIX",NULL,NULL,NULL,"17350","18.88","41.94","0"
"2022","38","038","5","05","2","NUP","M. Jérémie IORDANOFF",NULL,NULL,NULL,"25010","23.58","50.43","1"
"2022","38","038","5","05","2","ENS","F. Florence JAY",NULL,NULL,NULL,"24580","23.18","49.57","0"
"2022","38","038","6","06","2","ENS","F. Cendra MOTIN",NULL,NULL,NULL,"17994","20.18","49.08","0"
"2022","38","038","6","06","2","RN","M. Alexis JOLLY",NULL,NULL,NULL,"18667","20.94","50.92","1"
"2022","38","038","7","07","2","LR","M. Yannick NEUDER",NULL,NULL,NULL,"23678","24.63","59.59","1"
"2022","38","038","7","07","2","RN","M. Alexandre MOULIN-COMTE",NULL,NULL,NULL,"16055","16.7","40.41","0"
"2022","38","038","8","08","2","ENS","F. Caroline ABADIE",NULL,NULL,NULL,"18251","22.12","53.63","1"
"2022","38","038","8","08","2","RN","M. Benoit AUGUSTE",NULL,NULL,NULL,"15782","19.13","46.37","0"
"2022","38","038","9","09","2","NUP","F. Sandrine NOSBÉ",NULL,NULL,NULL,"20973","20.84","46.2","0"
"2022","38","038","9","09","2","ENS","F. Elodie JACQUIER-LAFORGE",NULL,NULL,NULL,"24427","24.27","53.8","1"
"2022","38","038","10","10","2","ENS","F. Marjolaine MEYNIER-MILLEFERT",NULL,NULL,NULL,"20282","20.52","52.51","1"
"2022","38","038","10","10","2","RN","F. Nathalie GERMAIN",NULL,NULL,NULL,"18345","18.56","47.49","0"
"2022","39","039","1","01","2","NUP","M. Anthony BRONDEL",NULL,NULL,NULL,"13108","20.16","43.78","0"
"2022","39","039","1","01","2","ENS","F. Danielle BRULEBOIS",NULL,NULL,NULL,"16833","25.88","56.22","1"
"2022","39","039","2","02","2","NUP","F. Evelyne TERNANT",NULL,NULL,NULL,"9386","16.82","37.9","0"
"2022","39","039","2","02","2","LR","F. Marie-Christine DALLOZ",NULL,NULL,NULL,"15380","27.56","62.1","1"
"2022","39","039","3","03","2","NUP","M. Hervé PRAT",NULL,NULL,NULL,"13783","19.58","41.54","0"
"2022","39","039","3","03","2","LR","F. Justine GRUET",NULL,NULL,NULL,"19397","27.56","58.46","1"
"2022","40","040","1","01","2","NUP","M. Guy DE BARBEYRAC",NULL,NULL,NULL,"21472","19.79","44.19","0"
"2022","40","040","1","01","2","ENS","F. Geneviève DARRIEUSSECQ",NULL,NULL,NULL,"27123","24.99","55.81","1"
"2022","40","040","2","02","2","NUP","M. Jean-Marc LESPADE",NULL,NULL,NULL,"28043","22.79","48.06","0"
"2022","40","040","2","02","2","ENS","M. Lionel CAUSSE",NULL,NULL,NULL,"30305","24.63","51.94","1"
"2022","40","040","3","03","2","NUP","M. Boris VALLAUD",NULL,NULL,NULL,"28998","29.14","59.93","1"
"2022","40","040","3","03","2","ENS","M. Jean-Francois BROQUÈRES",NULL,NULL,NULL,"19389","19.48","40.07","0"
"2022","41","041","1","01","2","NUP","M. Reda BELKADI",NULL,NULL,NULL,"15606","18.85","43.53","0"
"2022","41","041","1","01","2","ENS","M. Marc FESNEAU",NULL,NULL,NULL,"20249","24.46","56.47","1"
"2022","41","041","2","02","2","ENS","F. Emmanuelle CHAPLAULT",NULL,NULL,NULL,"17347","21.58","48.93","0"
"2022","41","041","2","02","2","RN","M. Roger CHUDEAU",NULL,NULL,NULL,"18107","22.52","51.07","1"
"2022","41","041","3","03","2","ENS","M. Christophe MARION",NULL,NULL,NULL,"21158","25.83","55.21","1"
"2022","41","041","3","03","2","RN","F. Marine BARDET",NULL,NULL,NULL,"17163","20.95","44.79","0"
"2022","42","042","1","01","2","NUP","F. Laetitia COPIN",NULL,NULL,NULL,"12166","18.83","47.9","0"
"2022","42","042","1","01","2","ENS","M. Quentin BATAILLON",NULL,NULL,NULL,"13231","20.48","52.1","1"
"2022","42","042","2","02","2","NUP","F. Andrée TAURINYA",NULL,NULL,NULL,"10488","20.59","50.63","1"
"2022","42","042","2","02","2","ENS","M. Jean-Michel MIS",NULL,NULL,NULL,"10225","20.07","49.37","0"
"2022","42","042","3","03","2","NUP","M. Vincent BONY",NULL,NULL,NULL,"14006","16.77","42.68","0"
"2022","42","042","3","03","2","ENS","M. Emmanuel MANDON",NULL,NULL,NULL,"18807","22.52","57.32","1"
"2022","42","042","4","04","2","NUP","M. Bernard PAEMELAERE",NULL,NULL,NULL,"17352","16.69","38.39","0"
"2022","42","042","4","04","2","LR","M. Dino CINIERI",NULL,NULL,NULL,"27847","26.78","61.61","1"
"2022","42","042","5","05","2","ENS","F. Nathalie SARLES",NULL,NULL,NULL,"15245","14.9","38.28","0"
"2022","42","042","5","05","2","LR","M. Antoine VERMOREL-MARQUES",NULL,NULL,NULL,"24575","24.02","61.72","1"
"2022","42","042","6","06","2","ENS","M. Julien BOROWCZYK",NULL,NULL,NULL,"19891","17.89","44.26","0"
"2022","42","042","6","06","2","LR","M. Jean-Pierre TAITE",NULL,NULL,NULL,"25050","22.53","55.74","1"
"2022","43","043","1","01","2","NUP","F. Celline GACON",NULL,NULL,NULL,"13773","13.56","29.78","0"
"2022","43","043","1","01","2","LR","F. Isabelle VALENTIN",NULL,NULL,NULL,"32478","31.97","70.22","1"
"2022","43","043","2","02","2","NUP","F. Azelma SIGAUX",NULL,NULL,NULL,"11862","14.93","31.65","0"
"2022","43","043","2","02","2","LR","M. Jean-Pierre VIGIER",NULL,NULL,NULL,"25621","32.24","68.35","1"
"2022","44","044","1","01","2","NUP","M. Karim BENBRAHIM",NULL,NULL,NULL,"18739","24.3","47.92","0"
"2022","44","044","1","01","2","ENS","M. Mounir BELHAMITI",NULL,NULL,NULL,"20367","26.41","52.08","1"
"2022","44","044","2","02","2","NUP","M. Andy KERBRAT",NULL,NULL,NULL,"26851","29.37","55.8","1"
"2022","44","044","2","02","2","ENS","F. Valérie OPPELT",NULL,NULL,NULL,"21271","23.27","44.2","0"
"2022","44","044","3","03","2","NUP","F. Ségolène AMIOT",NULL,NULL,NULL,"24837","25.67","55.7","1"
"2022","44","044","3","03","2","ENS","F. Anne-France BRUNET",NULL,NULL,NULL,"19752","20.41","44.3","0"
"2022","44","044","4","04","2","NUP","F. Julie LAERNOES",NULL,NULL,NULL,"26411","28.31","58.03","1"
"2022","44","044","4","04","2","ENS","F. Aude AMADOU",NULL,NULL,NULL,"19105","20.48","41.97","0"
"2022","44","044","5","05","2","NUP","F. Sabine LALANDE",NULL,NULL,NULL,"28348","22.51","45.59","0"
"2022","44","044","5","05","2","ENS","F. Sarah EL HAIRY",NULL,NULL,NULL,"33834","26.87","54.41","1"
"2022","44","044","6","06","2","NUP","M. Jean-Claude RAUX",NULL,NULL,NULL,"26852","23.27","52.84","1"
"2022","44","044","6","06","2","ENS","M. Jordan ESNAULT",NULL,NULL,NULL,"23961","20.76","47.16","0"
"2022","44","044","7","07","2","NUP","F. Veronique MAHÉ",NULL,NULL,NULL,"23381","19.93","42.94","0"
"2022","44","044","7","07","2","ENS","F. Sandrine JOSSO",NULL,NULL,NULL,"31074","26.49","57.06","1"
"2022","44","044","8","08","2","NUP","M. Matthias TAVEL",NULL,NULL,NULL,"21596","23.95","54.45","1"
"2022","44","044","8","08","2","ENS","F. Audrey DUFEU",NULL,NULL,NULL,"18063","20.03","45.55","0"
"2022","44","044","9","09","2","NUP","F. Hélène MACON",NULL,NULL,NULL,"27908","21.48","46.88","0"
"2022","44","044","9","09","2","ENS","M. Yannick HAURY",NULL,NULL,NULL,"31625","24.34","53.12","1"
"2022","44","044","10","10","2","NUP","M. Bruno CAILLETEAU",NULL,NULL,NULL,"25274","20.42","43.48","0"
"2022","44","044","10","10","2","ENS","F. Sophie ERRANTE",NULL,NULL,NULL,"32852","26.54","56.52","1"
"2022","45","045","1","01","2","NUP","F. Ghislaine KOUNOWSKI",NULL,NULL,NULL,"15080","19.43","42.79","0"
"2022","45","045","1","01","2","ENS","F. Stéphanie RIST",NULL,NULL,NULL,"20163","25.99","57.21","1"
"2022","45","045","2","02","2","NUP","M. Emmanuel DUPLESSY",NULL,NULL,NULL,"16280","18.65","44.22","0"
"2022","45","045","2","02","2","ENS","F. Caroline JANVIER",NULL,NULL,NULL,"20535","23.52","55.78","1"
"2022","45","045","3","03","2","ENS","F. Carine BARBIER",NULL,NULL,NULL,"15416","21.75","47.78","0"
"2022","45","045","3","03","2","RN","F. Mathilde PARIS",NULL,NULL,NULL,"16846","23.77","52.22","1"
"2022","45","045","4","04","2","NUP","M. Bruno NOTTIN",NULL,NULL,NULL,"11037","14.75","36.64","0"
"2022","45","045","4","04","2","RN","M. Thomas MÉNAGÉ",NULL,NULL,NULL,"19087","25.51","63.36","1"
"2022","45","045","5","05","2","ENS","M. Anthony BROSSE",NULL,NULL,NULL,"15747","21.37","50.02","1"
"2022","45","045","5","05","2","RN","M. Valentin MANENT",NULL,NULL,NULL,"15736","21.36","49.98","0"
"2022","45","045","6","06","2","NUP","M. Olivier HICTER",NULL,NULL,NULL,"14073","18.72","42.73","0"
"2022","45","045","6","06","2","ENS","M. Richard RAMOS",NULL,NULL,NULL,"18865","25.09","57.27","1"
"2022","46","046","1","01","2","NUP","F. Elsa BOUGEARD",NULL,NULL,NULL,"14016","19.24","35.37","0"
"2022","46","046","1","01","2","LR","M. Aurélien PRADIÉ",NULL,NULL,NULL,"25615","35.16","64.63","1"
"2022","46","046","2","02","2","NUP","M. Thierry GROSSEMY",NULL,NULL,NULL,"12618","18.92","33.8","0"
"2022","46","046","2","02","2","DVG","M. Christophe PROENÇA",NULL,NULL,NULL,"11966","17.95","32.06","0"
"2022","46","046","2","02","2","ENS","F. Huguette TIEGNA",NULL,NULL,NULL,"12744","19.11","34.14","1"
"2022","47","047","1","01","2","ENS","M. Michel LAUZZANA",NULL,NULL,NULL,"20328","22.92","51.48","1"
"2022","47","047","1","01","2","RN","M. Sébastien DELBOSQ",NULL,NULL,NULL,"19163","21.61","48.52","0"
"2022","47","047","2","02","2","NUP","M. Christophe COURREGELONGUE",NULL,NULL,NULL,"12880","16.63","30.75","0"
"2022","47","047","2","02","2","ENS","M. Alexandre FRESCHI",NULL,NULL,NULL,"12484","16.12","29.81","0"
"2022","47","047","2","02","2","RN","F. Hélène LAPORTE",NULL,NULL,NULL,"16516","21.32","39.44","1"
"2022","47","047","3","03","2","NUP","M. Xavier CZAPLA",NULL,NULL,NULL,"14161","18.64","43.03","0"
"2022","47","047","3","03","2","RN","F. Annick COUSIN",NULL,NULL,NULL,"18747","24.67","56.97","1"
"2022","48","048","1","01","2","NUP","F. Sandrine DESCAVES",NULL,NULL,NULL,"14620","24.4","45.72","0"
"2022","48","048","1","01","2","UDI","M. Pierre MOREL A L'HUISSIER",NULL,NULL,NULL,"17355","28.97","54.28","1"
"2022","49","049","1","01","2","NUP","M. Arash SAEIDI",NULL,NULL,NULL,"18207","20.69","44.48","0"
"2022","49","049","1","01","2","ENS","M. François GERNIGON",NULL,NULL,NULL,"22724","25.82","55.52","1"
"2022","49","049","2","02","2","NUP","F. Caroline BESSAT",NULL,NULL,NULL,"19050","20.26","43.24","0"
"2022","49","049","2","02","2","ENS","F. Stella DUPONT",NULL,NULL,NULL,"25005","26.59","56.76","1"
"2022","49","049","3","03","2","NUP","F. Véronique ROUDÉVITCH",NULL,NULL,NULL,"12342","17","39.35","0"
"2022","49","049","3","03","2","LR","F. Anne-Laure BLIN",NULL,NULL,NULL,"19020","26.2","60.65","1"
"2022","49","049","4","04","2","NUP","F. Caroline RABAULT",NULL,NULL,NULL,"13093","17.17","39.67","0"
"2022","49","049","4","04","2","ENS","F. Laëtitia SAINT-PAUL",NULL,NULL,NULL,"19913","26.12","60.33","1"
"2022","49","049","5","05","2","NUP","M. Christophe AIRAUD",NULL,NULL,NULL,"12525","15.77","39.24","0"
"2022","49","049","5","05","2","ENS","M. Denis MASSEGLIA",NULL,NULL,NULL,"19395","24.41","60.76","1"
"2022","49","049","6","06","2","NUP","F. Tassadit AMGHAR",NULL,NULL,NULL,"18119","18.41","42.4","0"
"2022","49","049","6","06","2","ENS","F. Nicole DUBRE CHIRAT",NULL,NULL,NULL,"24615","25.02","57.6","1"
"2022","49","049","7","07","2","NUP","M. Guillaume JOUANNEAU",NULL,NULL,NULL,"16692","20.14","44.44","0"
"2022","49","049","7","07","2","ENS","M. Philippe BOLO",NULL,NULL,NULL,"20865","25.18","55.56","1"
"2022","50","050","1","01","2","NUP","M. Guillaume HÉDOUIN",NULL,NULL,NULL,"12331","14.09","31.22","0"
"2022","50","050","1","01","2","LR","M. Philippe GOSSELIN",NULL,NULL,NULL,"27166","31.03","68.78","1"
"2022","50","050","2","02","2","NUP","M. Patrick GRIMBERT",NULL,NULL,NULL,"15602","16.09","35.56","0"
"2022","50","050","2","02","2","ENS","M. Bertrand SORRE",NULL,NULL,NULL,"28279","29.16","64.44","1"
"2022","50","050","3","03","2","NUP","F. Gaëlle VEROVE",NULL,NULL,NULL,"21751","19.62","43.87","0"
"2022","50","050","3","03","2","ENS","M. Stéphane TRAVERT",NULL,NULL,NULL,"27829","25.1","56.13","1"
"2022","50","050","4","04","2","NUP","F. Anna PIC",NULL,NULL,NULL,"20482","22.91","51.61","1"
"2022","50","050","4","04","2","ENS","F. Sonia KRIMI",NULL,NULL,NULL,"19204","21.48","48.39","0"
"2022","51","051","1","01","2","NUP","F. Evelyne BOURGOIN",NULL,NULL,NULL,"12536","16.83","44.09","0"
"2022","51","051","1","01","2","ENS","M. Xavier ALBERTINI",NULL,NULL,NULL,"15898","21.35","55.91","1"
"2022","51","051","2","02","2","NUP","F. Lynda MEGUENINE",NULL,NULL,NULL,"12079","16.18","45.18","0"
"2022","51","051","2","02","2","RN","F. Anne-Sophie FRIGOUT",NULL,NULL,NULL,"14655","19.63","54.82","1"
"2022","51","051","3","03","2","ENS","M. Eric GIRARDIN",NULL,NULL,NULL,"16836","21.03","51.43","1"
"2022","51","051","3","03","2","RN","F. Jennifer MARC",NULL,NULL,NULL,"15897","19.86","48.57","0"
"2022","51","051","4","04","2","ENS","F. Lise MAGNIER",NULL,NULL,NULL,"17294","22.43","55.33","1"
"2022","51","051","4","04","2","RN","M. Thierry BESSON",NULL,NULL,NULL,"13962","18.11","44.67","0"
"2022","51","051","5","05","2","DVD","M. Charles DE COURSON",NULL,NULL,NULL,"21325","28.06","63.03","1"
"2022","51","051","5","05","2","RN","M. Pierre THIONNET",NULL,NULL,NULL,"12506","16.46","36.97","0"
"2022","52","052","1","01","2","ENS","F. Bérangère ABBA",NULL,NULL,NULL,"15411","22.02","48.75","0"
"2022","52","052","1","01","2","RN","M. Christophe BENTZ",NULL,NULL,NULL,"16201","23.14","51.25","1"
"2022","52","052","2","02","2","LR","M. François CORNUT-GENTILLE",NULL,NULL,NULL,"12963","21.81","48.3","0"
"2022","52","052","2","02","2","RN","F. Laurence ROBERT-DEHAULT",NULL,NULL,NULL,"13877","23.34","51.7","1"
"2022","53","053","1","01","2","NUP","M. Guillaume GAROT",NULL,NULL,NULL,"20178","27.38","63.22","1"
"2022","53","053","1","01","2","ENS","F. Béatrice MOTTIER",NULL,NULL,NULL,"11739","15.93","36.78","0"
"2022","53","053","2","02","2","NUP","M. Grégory BOISSEAU",NULL,NULL,NULL,"13983","17.68","41.38","0"
"2022","53","053","2","02","2","ENS","F. Géraldine BANNIER",NULL,NULL,NULL,"19812","25.05","58.62","1"
"2022","54","054","1","01","2","NUP","M. Nordine JOUIRA",NULL,NULL,NULL,"17017","20.64","46.57","0"
"2022","54","054","1","01","2","ENS","F. Carole GRANDJEAN",NULL,NULL,NULL,"19520","23.68","53.43","1"
"2022","54","054","2","02","2","NUP","M. Stéphane HABLOT",NULL,NULL,NULL,"15524","23","49.74","0"
"2022","54","054","2","02","2","ENS","M. Emmanuel LACRESSE",NULL,NULL,NULL,"15689","23.24","50.26","1"
"2022","54","054","3","03","2","NUP","F. Martine ETIENNE",NULL,NULL,NULL,"13886","17.2","51.94","1"
"2022","54","054","3","03","2","ENS","M. Xavier PALUSZKIEWICZ",NULL,NULL,NULL,"12851","15.91","48.06","0"
"2022","54","054","4","04","2","LR","M. Thibault BAZIN",NULL,NULL,NULL,"24952","25.58","62.18","1"
"2022","54","054","4","04","2","RN","F. Dominique BILDE",NULL,NULL,NULL,"15175","15.56","37.82","0"
"2022","54","054","5","05","2","DVG","M. Dominique POTIER",NULL,NULL,NULL,"21781","27.75","63.12","1"
"2022","54","054","5","05","2","RN","M. Philippe MORENVILLIER",NULL,NULL,NULL,"12728","16.22","36.88","0"
"2022","54","054","6","06","2","NUP","F. Caroline FIAT",NULL,NULL,NULL,"16132","18.48","50.23","1"
"2022","54","054","6","06","2","RN","M. Anthony BOULOGNE",NULL,NULL,NULL,"15984","18.31","49.77","0"
"2022","55","055","1","01","2","DVD","M. Bertrand PANCHER",NULL,NULL,NULL,"19027","25.15","55.4","1"
"2022","55","055","1","01","2","RN","F. Brigitte GAUDINEAU",NULL,NULL,NULL,"15317","20.25","44.6","0"
"2022","55","055","2","02","2","ENS","F. Anne BOIS",NULL,NULL,NULL,"11534","19.38","46.5","0"
"2022","55","055","2","02","2","RN","F. Florence GOULET",NULL,NULL,NULL,"13269","22.29","53.5","1"
"2022","56","056","1","01","2","NUP","M. Luc FOUCAULT",NULL,NULL,NULL,"23648","20.59","40.75","0"
"2022","56","056","1","01","2","ENS","F. Anne LE HÉNANFF",NULL,NULL,NULL,"34382","29.93","59.25","1"
"2022","56","056","2","02","2","NUP","M. Karol KIRCHNER",NULL,NULL,NULL,"22630","20.13","41.4","0"
"2022","56","056","2","02","2","ENS","M. Jimmy PAHUN",NULL,NULL,NULL,"32026","28.49","58.6","1"
"2022","56","056","3","03","2","NUP","F. Marie Madeleine DORE-LUCAS",NULL,NULL,NULL,"18588","19.24","43.36","0"
"2022","56","056","3","03","2","ENS","F. Nicole LE PEIH",NULL,NULL,NULL,"24283","25.13","56.64","1"
"2022","56","056","4","04","2","REG","M. Paul MOLAC",NULL,NULL,NULL,"37678","33.72","73.43","1"
"2022","56","056","4","04","2","ENS","F. Rozenn GUEGAN",NULL,NULL,NULL,"13631","12.2","26.57","0"
"2022","56","056","5","05","2","NUP","M. Damien GIRARD",NULL,NULL,NULL,"18634","22.77","48.65","0"
"2022","56","056","5","05","2","ENS","F. Lysiane MÉTAYER",NULL,NULL,NULL,"19666","24.03","51.35","1"
"2022","56","056","6","06","2","NUP","M. Jean-Michel BAUDRY",NULL,NULL,NULL,"19725","21.04","45.19","0"
"2022","56","056","6","06","2","ENS","M. Jean-Michel JACQUES",NULL,NULL,NULL,"23925","25.52","54.81","1"
"2022","57","057","1","01","2","ENS","M. Belkhir BELHADDAD",NULL,NULL,NULL,"17532","18.84","53.59","1"
"2022","57","057","1","01","2","RN","M. Grégoire LALOUX",NULL,NULL,NULL,"15184","16.32","46.41","0"
"2022","57","057","2","02","2","NUP","F. Lisa LAHORE",NULL,NULL,NULL,"12952","16.99","43.59","0"
"2022","57","057","2","02","2","ENS","M. Ludovic MENDES",NULL,NULL,NULL,"16764","21.99","56.41","1"
"2022","57","057","3","03","2","NUP","F. Charlotte LEDUC",NULL,NULL,NULL,"14012","18.47","51.46","1"
"2022","57","057","3","03","2","RN","F. Françoise GROLET",NULL,NULL,NULL,"13215","17.42","48.54","0"
"2022","57","057","4","04","2","LR","M. Fabien DI FILIPPO",NULL,NULL,NULL,"22655","27.97","69.3","1"
"2022","57","057","4","04","2","RN","M. Michel RAMBOUR",NULL,NULL,NULL,"10038","12.39","30.7","0"
"2022","57","057","5","05","2","LR","M. Vincent SEITLINGER",NULL,NULL,NULL,"16413","22.66","59.12","1"
"2022","57","057","5","05","2","RN","F. Marie-Claude VOINÇON",NULL,NULL,NULL,"11348","15.67","40.88","0"
"2022","57","057","6","06","2","ENS","M. Christophe AREND",NULL,NULL,NULL,"9347","13.97","43.04","0"
"2022","57","057","6","06","2","RN","M. Kévin PFEFFER",NULL,NULL,NULL,"12368","18.49","56.96","1"
"2022","57","057","7","07","2","ENS","F. Hélène ZANNIER",NULL,NULL,NULL,"14829","16.57","44.59","0"
"2022","57","057","7","07","2","RN","M. Alexandre LOUBET",NULL,NULL,NULL,"18424","20.59","55.41","1"
"2022","57","057","8","08","2","NUP","F. Céline LEGER",NULL,NULL,NULL,"13770","15.1","47.57","0"
"2022","57","057","8","08","2","RN","M. Laurent JACOBELLI",NULL,NULL,NULL,"15176","16.64","52.43","1"
"2022","57","057","9","09","2","NUP","F. Brigitte VAÏSSE",NULL,NULL,NULL,"16386","16.11","44.97","0"
"2022","57","057","9","09","2","ENS","F. Isabelle RAUCH",NULL,NULL,NULL,"20048","19.71","55.03","1"
"2022","58","058","1","01","2","ENS","F. Perrine GOULET",NULL,NULL,NULL,"16554","22.17","54.43","1"
"2022","58","058","1","01","2","RN","F. Pauline VIGNERON",NULL,NULL,NULL,"13858","18.56","45.57","0"
"2022","58","058","2","02","2","NUP","F. Marie Anne GUILLEMAIN",NULL,NULL,NULL,"11527","14.45","27.07","0"
"2022","58","058","2","02","2","ENS","M. Patrice PERROT",NULL,NULL,NULL,"15577","19.53","36.59","1"
"2022","58","058","2","02","2","RN","M. Julien GUIBERT",NULL,NULL,NULL,"15472","19.4","36.34","0"
"2022","59","059","1","01","2","NUP","M. Adrien QUATENNENS",NULL,NULL,NULL,"17428","27.13","65.24","1"
"2022","59","059","1","01","2","ENS","F. Vanessa DUHAMEL",NULL,NULL,NULL,"9284","14.45","34.76","0"
"2022","59","059","2","02","2","NUP","M. Ugo BERNALICIS",NULL,NULL,NULL,"21740","25.03","58","1"
"2022","59","059","2","02","2","ENS","M. Rudy ELEGEEST",NULL,NULL,NULL,"15743","18.13","42","0"
"2022","59","059","3","03","2","DVG","M. Benjamin SAINT-HUILE",NULL,NULL,NULL,"18448","19.98","51.7","1"
"2022","59","059","3","03","2","RN","F. Sandra DELANNOY",NULL,NULL,NULL,"17237","18.67","48.3","0"
"2022","59","059","4","04","2","NUP","M. Octave DELEPIERE",NULL,NULL,NULL,"19952","19.62","43.95","0"
"2022","59","059","4","04","2","ENS","F. Brigitte LISO",NULL,NULL,NULL,"25447","25.02","56.05","1"
"2022","59","059","5","05","2","NUP","F. Ophélie DELNESTE",NULL,NULL,NULL,"19736","19.43","48.86","0"
"2022","59","059","5","05","2","RN","M. Victor CATTEAU",NULL,NULL,NULL,"20658","20.33","51.14","1"
"2022","59","059","6","06","2","NUP","F. Célia PEREIRA",NULL,NULL,NULL,"16037","17.11","36.93","0"
"2022","59","059","6","06","2","ENS","F. Charlotte PARMENTIER-LECOCQ",NULL,NULL,NULL,"27387","29.22","63.07","1"
"2022","59","059","7","07","2","NUP","F. Karima CHOUIA",NULL,NULL,NULL,"13324","18.1","44.53","0"
"2022","59","059","7","07","2","ENS","F. Félicie GÉRARD",NULL,NULL,NULL,"16600","22.55","55.47","1"
"2022","59","059","8","08","2","NUP","M. David GUIRAUD",NULL,NULL,NULL,"12585","18.34","59.94","1"
"2022","59","059","8","08","2","ENS","F. Catherine OSSON",NULL,NULL,NULL,"8412","12.26","40.06","0"
"2022","59","059","9","09","2","NUP","F. Odile VIDAL-SAGNIER",NULL,NULL,NULL,"16602","17.98","40.9","0"
"2022","59","059","9","09","2","ENS","F. Violette SPILLEBOUT",NULL,NULL,NULL,"23990","25.97","59.1","1"
"2022","59","059","10","10","2","NUP","M. Leslie MORTREUX",NULL,NULL,NULL,"11957","14.54","42.48","0"
"2022","59","059","10","10","2","ENS","M. Gérald DARMANIN",NULL,NULL,NULL,"16193","19.69","57.52","1"
"2022","59","059","11","11","2","NUP","M. Roger VICOT",NULL,NULL,NULL,"22143","23.45","56.27","1"
"2022","59","059","11","11","2","ENS","M. Laurent PIETRASZEWSKI",NULL,NULL,NULL,"17210","18.22","43.73","0"
"2022","59","059","12","12","2","ENS","F. Anne Laure CATTELOT",NULL,NULL,NULL,"18235","19.58","47.18","0"
"2022","59","059","12","12","2","RN","M. Michaël TAVERNE",NULL,NULL,NULL,"20415","21.93","52.82","1"
"2022","59","059","13","13","2","ENS","F. Christine DECODTS",NULL,NULL,NULL,"16524","18.99","52.37","1"
"2022","59","059","13","13","2","RN","M. Yohann DUVAL",NULL,NULL,NULL,"15029","17.27","47.63","0"
"2022","59","059","14","14","2","ENS","M. Paul CHRISTOPHE",NULL,NULL,NULL,"22916","23.05","53.21","1"
"2022","59","059","14","14","2","RN","F. Pierrette CUVELIER",NULL,NULL,NULL,"20155","20.27","46.79","0"
"2022","59","059","15","15","2","NUP","F. Emilie DUCOURANT",NULL,NULL,NULL,"18134","18.54","45.91","0"
