"dpt","dpt_url","circo","circo_url","tour","inscrits","abstentions","votants","blancs","nuls","exprimes","year"
"03","003","1","01","2","88553","26895","61658","3864","1544","56250","2024"
"03","003","2","02","2","79874","24832","55042","1277","631","53134","2024"
"03","003","3","03","2","80102","24894","55208","1883","722","52603","2024"
"04","004","1","01","2","61472","17962","43510","2804","964","39742","2024"
"04","004","2","02","2","66674","19777","46897","3464","944","42489","2024"
"05","005","1","01","2","60057","17146","42911","2778","936","39197","2024"
"05","005","2","02","2","54530","14559","39971","2793","775","36403","2024"
"06","006","1","01","2","81883","30681","51202","839","327","50036","2024"
"06","006","2","02","2","90411","31589","58822","5480","1176","52166","2024"
"06","006","3","03","2","91728","34249","57479","2904","794","53781","2024"
"06","006","7","07","2","96288","29851","66437","1534","276","64627","2024"
"06","006","8","08","2","84401","29965","54436","906","240","53290","2024"
"06","006","9","09","2","82404","27152","55252","1301","338","53613","2024"
"07","007","1","01","2","79596","22648","56948","2308","918","53722","2024"
"07","007","2","02","2","97151","26521","70630","4868","1464","64298","2024"
"07","007","3","03","2","81011","20969","60042","789","335","58918","2024"
"08","008","1","01","2","70667","22968","47699","1524","533","45642","2024"
"08","008","2","02","2","60275","22401","37874","853","326","36695","2024"
"08","008","3","03","2","54491","17895","36596","519","250","35827","2024"
"09","009","2","02","2","62062","18450","43612","1477","767","41368","2024"
"10","010","2","02","2","73977","23714","50263","1152","385","48726","2024"
"10","010","3","03","2","65494","23354","42140","2234","682","39224","2024"
"11","011","1","01","2","99232","30587","68645","6076","2269","60300","2024"
"11","011","2","02","2","92846","29737","63109","3952","1492","57665","2024"
"11","011","3","03","2","89852","24670","65182","3245","1419","60518","2024"
"12","012","1","01","2","78351","21734","56617","2397","966","53254","2024"
"12","012","2","02","2","68221","18185","50036","4593","2200","43243","2024"
"12","012","3","03","2","72268","19253","53015","2573","1185","49257","2024"
"13","013","1","01","2","82816","28797","54019","2688","660","50671","2024"
"13","013","2","02","2","84461","26694","57767","3617","684","53466","2024"
"13","013","3","03","2","77883","30467","47416","1982","531","44903","2024"
"13","013","5","05","2","75491","26389","49102","2543","634","45925","2024"
"13","013","6","06","2","79715","29236","50479","2594","603","47282","2024"
"13","013","8","08","2","103695","32694","71001","2049","743","68209","2024"
"13","013","9","09","2","101449","34168","67281","4073","1090","62118","2024"
"13","013","10","10","2","110783","32711","78072","2782","958","74332","2024"
"13","013","11","11","2","93657","29799","63858","4084","905","58869","2024"
"13","013","13","13","2","94828","32878","61950","2249","910","58791","2024"
"13","013","14","14","2","99995","29035","70960","1116","389","69455","2024"
"13","013","15","15","2","110725","34335","76390","7270","2007","67113","2024"
"13","013","16","16","2","91707","29536","62171","3283","1233","57655","2024"
"14","014","1","01","2","73292","22274","51018","2342","756","47920","2024"
"14","014","2","02","2","69029","22005","47024","2387","1053","43584","2024"
"14","014","3","03","2","79972","25766","54206","1497","602","52107","2024"
"14","014","4","04","2","104867","31316","73551","2237","811","70503","2024"
"14","014","5","05","2","92950","25885","67065","2402","769","63894","2024"
"14","014","6","06","2","96357","27806","68551","3388","1350","63813","2024"
"15","015","1","01","2","62321","17245","45076","1384","694","42998","2024"
"15","015","2","02","2","52307","15045","37262","1204","506","35552","2024"
"16","016","1","01","2","84238","25970","58268","1074","439","56755","2024"
"16","016","2","02","2","83330","25954","57376","2353","1020","54003","2024"
"16","016","3","03","2","90677","27185","63492","3951","1883","57658","2024"
"17","017","1","01","2","111891","35949","75942","2338","855","72749","2024"
"17","017","2","02","2","113648","33938","79710","6581","1989","71140","2024"
"17","017","3","03","2","83737","25773","57964","3742","1403","52819","2024"
"17","017","4","04","2","94554","29217","65337","2579","955","61803","2024"
"17","017","5","05","2","120317","34447","85870","2758","1128","81984","2024"
"18","018","1","01","2","70391","22784","47607","2108","452","45047","2024"
"18","018","2","02","2","68481","23782","44699","2795","945","40959","2024"
"18","018","3","03","2","83666","26984","56682","1883","619","54180","2024"
"19","019","1","01","2","91753","22772","68981","1317","951","66713","2024"
"19","019","2","02","2","93279","26516","66763","2764","1685","62314","2024"
"21","021","1","01","2","70511","18746","51765","1081","298","50386","2024"
"21","021","2","02","2","72032","21645","50387","3758","949","45680","2024"
"21","021","3","03","2","72452","21866","50586","3566","821","46199","2024"
"21","021","4","04","2","67452","18654","48798","1665","474","46659","2024"
"21","021","5","05","2","85570","24769","60801","2611","880","57310","2024"
"22","022","1","01","2","90642","23131","67511","1404","516","65591","2024"
"22","022","2","02","2","104528","26140","78388","3090","1244","74054","2024"
"22","022","3","03","2","89422","24461","64961","2595","1131","61235","2024"
"22","022","4","04","2","81561","22473","59088","5136","2385","51567","2024"
"22","022","5","05","2","107757","26586","81171","1725","679","78767","2024"
"23","023","1","01","2","89953","25353","64600","1425","784","62391","2024"
"24","024","1","01","2","78107","23425","54682","4310","2103","48269","2024"
"24","024","2","02","2","84293","24863","59430","3402","1745","54283","2024"
"24","024","3","03","2","66951","17065","49886","3095","1688","45103","2024"
"24","024","4","04","2","89951","23842","66109","4215","1960","59934","2024"
"25","025","1","01","2","75796","21061","54735","966","354","53415","2024"
"25","025","2","02","2","78894","21459","57435","4253","1380","51802","2024"
"25","025","3","03","2","64751","20020","44731","1691","596","42444","2024"
"25","025","4","04","2","65484","21810","43674","2128","939","40607","2024"
"25","025","5","05","2","85273","26104","59169","1712","708","56749","2024"
"26","026","1","01","2","77660","24466","53194","3443","959","48792","2024"
"26","026","2","02","2","97164","31522","65642","5874","1854","57914","2024"
"26","026","3","03","2","110848","27321","83527","5127","1556","76844","2024"
"26","026","4","04","2","100717","28112","72605","1045","453","71107","2024"
"27","027","1","01","2","87406","29953","57453","2010","568","54875","2024"
"27","027","2","02","2","79125","25300","53825","3458","890","49477","2024"
"27","027","3","03","2","85653","26914","58739","2647","784","55308","2024"
"27","027","4","04","2","93488","29909","63579","2516","654","60409","2024"
"27","027","5","05","2","89826","29685","60141","2145","625","57371","2024"
"28","028","1","01","2","91587","29376","62211","2358","696","59157","2024"
"28","028","2","02","2","75580","27570","48010","1410","451","46149","2024"
"28","028","3","03","2","71161","23830","47331","1545","493","45293","2024"
"28","028","4","04","2","67367","22221","45146","1130","449","43567","2024"
"29","029","1","01","2","92349","22280","70069","1347","545","68177","2024"
"29","029","2","02","2","78185","23119","55066","1105","45","53916","2024"
"29","029","3","03","2","93868","25571","68297","3520","480","64297","2024"
"29","029","4","04","2","84363","21735","62628","1257","341","61030","2024"
"29","029","5","05","2","98771","26524","72247","3291","982","67974","2024"
"29","029","6","06","2","91536","24815","66721","3966","1257","61498","2024"
"29","029","7","07","2","83676","20285","63391","1379","577","61435","2024"
"29","029","8","08","2","91749","25547","66202","2966","1150","62086","2024"
"2a","02a","1","01","2","52487","17827","34660","1004","599","33057","2024"
"2a","02a","2","02","2","62503","20356","42147","1099","570","40478","2024"
"2b","02b","1","01","2","62118","21950","40168","1160","664","38344","2024"
"2b","02b","2","02","2","67917","21003","46914","1323","696","44895","2024"
"30","030","1","01","2","90395","32960","57435","4021","1299","52115","2024"
"30","030","3","03","2","95973","28601","67372","5078","1476","60818","2024"
"30","030","4","04","2","95045","28894","66151","3835","1340","60976","2024"
"30","030","5","05","2","98963","29572","69391","4473","1654","63264","2024"
"30","030","6","06","2","85592","29071","56521","3232","1070","52219","2024"
"31","031","1","01","2","85235","25509","59726","1131","441","58154","2024"
"31","031","2","02","2","106618","30197","76421","1440","524","74457","2024"
"31","031","3","03","2","81918","20542","61376","1016","358","60002","2024"
"31","031","5","05","2","108819","30870","77949","2973","1105","73871","2024"
"31","031","6","06","2","117395","30733","86662","5902","1834","78926","2024"
"31","031","7","07","2","108255","31620","76635","5496","1766","69373","2024"
"31","031","8","08","2","86059","24447","61612","2706","1428","57478","2024"
"31","031","9","09","2","81378","24648","56730","979","382","55369","2024"
"31","031","10","10","2","105169","24489","80680","5586","1516","73578","2024"
"32","032","1","01","2","73224","19149","54075","2926","1244","49905","2024"
"32","032","2","02","2","73653","19217","54436","1673","697","52066","2024"
"33","033","1","01","2","105877","30979","74898","1064","305","73529","2024"
"33","033","2","02","2","74153","23693","50460","2317","832","47311","2024"
"33","033","3","03","2","91664","29871","61793","985","395","60413","2024"
"33","033","4","04","2","99789","34948","64841","3406","1028","60407","2024"
"33","033","5","05","2","123080","36874","86206","4525","1360","80321","2024"
"33","033","6","06","2","109035","29079","79956","1352","470","78134","2024"
"33","033","7","07","2","80696","22808","57888","894","376","56618","2024"
"33","033","8","08","2","121581","34580","87001","3023","1085","82893","2024"
"33","033","9","09","2","103877","29106","74771","3077","1167","70527","2024"
"33","033","10","10","2","83620","24893","58727","2365","847","55515","2024"
"33","033","12","12","2","89136","25209","63927","5636","1743","56548","2024"
"34","034","1","01","2","91374","29174","62200","3534","934","57732","2024"
"34","034","3","03","2","94060","25476","68584","4227","1118","63239","2024"
"34","034","4","04","2","120394","32602","87792","6324","1874","79594","2024"
"34","034","5","05","2","100018","30168","69850","3296","1211","65343","2024"
"34","034","6","06","2","94986","31278","63708","1318","419","61971","2024"
"34","034","8","08","2","95661","30608","65053","4314","1452","59287","2024"
"34","034","9","09","2","90654","30169","60485","4301","1398","54786","2024"
"35","035","1","01","2","94366","26594","67772","1216","431","66125","2024"
"35","035","2","02","2","99915","23975","75940","1111","403","74426","2024"
"35","035","3","03","2","93393","24792","68601","1083","435","67083","2024"
"35","035","4","04","2","97711","27468","70243","5563","1814","62866","2024"
"35","035","5","05","2","111620","32928","78692","3279","1189","74224","2024"
"35","035","6","06","2","90660","25971","64689","2162","888","61639","2024"
"35","035","7","07","2","106644","31063","75581","2329","855","72397","2024"
"36","036","1","01","2","77089","25738","51351","1726","876","48749","2024"
"36","036","2","02","2","87371","26202","61169","2325","1179","57665","2024"
"37","037","1","01","2","71989","27487","44502","2699","1010","40793","2024"
"37","037","2","02","2","93139","27563","65576","2426","901","62249","2024"
"37","037","3","03","2","99435","29825","69610","2767","919","65924","2024"
"37","037","4","04","2","92739","29115","63624","4367","1463","57794","2024"
"37","037","5","05","2","87690","26013","61677","2160","907","58610","2024"
"38","038","1","01","2","83946","20423","63523","826","274","62423","2024"
"38","038","2","02","2","79236","25652","53584","3136","739","49709","2024"
"38","038","3","03","2","57526","18155","39371","2898","792","35681","2024"
"38","038","4","04","2","92613","26459","66154","3358","799","61997","2024"
"38","038","5","05","2","106962","28733","78229","5005","1029","72195","2024"
"38","038","6","06","2","91071","28997","62074","5988","1202","54884","2024"
"38","038","7","07","2","97024","27582","69442","1825","560","67057","2024"
"38","038","8","08","2","82869","24224","58645","4059","990","53596","2024"
"38","038","9","09","2","101341","28962","72379","7494","1394","63491","2024"
"38","038","10","10","2","99416","31672","67744","6119","1308","60317","2024"
"39","039","1","01","2","64927","18154","46773","1952","674","44147","2024"
"39","039","2","02","2","55691","17584","38107","1654","524","35929","2024"
"39","039","3","03","2","70218","19941","50277","1860","680","47737","2024"
"40","040","1","01","2","109680","31355","78325","3589","1232","73504","2024"
"40","040","2","02","2","124615","34885","89730","4012","1487","84231","2024"
"40","040","3","03","2","100035","26382","73653","4030","1595","68028","2024"
"41","041","1","01","2","82775","26130","56645","2147","781","53717","2024"
"41","041","2","02","2","80292","25604","54688","1909","732","52047","2024"
"41","041","3","03","2","81055","23412","57643","1981","730","54932","2024"
"42","042","1","01","2","63990","21275","42715","2271","650","39794","2024"
"42","042","2","02","2","50910","18265","32645","495","170","31980","2024"
"42","042","3","03","2","84428","26716","57712","2086","388","55238","2024"
"42","042","4","04","2","104529","31982","72547","2493","731","69323","2024"
"42","042","5","05","2","101607","28393","73214","1132","446","71636","2024"
"42","042","6","06","2","111870","31169","80701","2496","957","77248","2024"
"43","043","1","01","2","102716","28721","73995","3408","1075","69512","2024"
"43","043","2","02","2","79392","23160","56232","1867","703","53662","2024"
"44","044","1","01","2","77345","22213","55132","910","148","54074","2024"
"44","044","3","03","2","97410","31313","66097","1574","262","64261","2024"
"44","044","4","04","2","93258","27453","65805","1216","421","64168","2024"
"44","044","5","05","2","128010","33757","94253","1642","478","92133","2024"
"44","044","6","06","2","117326","34806","82520","1628","555","80337","2024"
"44","044","7","07","2","118962","33203","85759","3751","1052","80956","2024"
"44","044","8","08","2","91169","31157","60012","5002","1634","53376","2024"
"44","044","9","09","2","132667","38285","94382","4045","1207","89130","2024"
"44","044","10","10","2","126356","32768","93588","2097","709","90782","2024"
"45","045","1","01","2","78282","24117","54165","1972","617","51576","2024"
"45","045","2","02","2","88623","29720","58903","4330","1264","53309","2024"
"45","045","3","03","2","70459","21841","48618","1427","501","46690","2024"
"45","045","4","04","2","74113","26596","47517","3419","1047","43051","2024"
"45","045","5","05","2","73605","24034","49571","1675","562","47334","2024"
"45","045","6","06","2","76104","23769","52335","1676","530","50129","2024"
"46","046","1","01","2","73051","19777","53274","698","423","52153","2024"
"46","046","2","02","2","66321","16612","49709","1242","692","47775","2024"
"47","047","1","01","2","88552","25544","63008","2677","1171","59160","2024"
"47","047","2","02","2","76963","23188","53775","3060","1409","49306","2024"
"47","047","3","03","2","75784","22304","53480","1523","804","51153","2024"
"48","048","1","01","2","59753","14109","45644","1112","505","44027","2024"
"49","049","1","01","2","88699","26424","62275","976","330","60969","2024"
"49","049","2","02","2","95603","27727","67876","1540","490","65846","2024"
"49","049","3","03","2","72772","23111","49661","2139","702","46820","2024"
"49","049","4","04","2","76142","22791","53351","1949","637","50765","2024"
"49","049","5","05","2","80125","26436","53689","2298","795","50596","2024"
"49","049","6","06","2","99679","30160","69519","3175","1164","65180","2024"
"49","049","7","07","2","84497","24644","59853","1158","411","58284","2024"
"50","050","1","01","2","86729","26913","59816","1694","545","57577","2024"
"50","050","2","02","2","96785","29158","67627","2436","849","64342","2024"
"50","050","3","03","2","111091","32587","78504","2947","928","74629","2024"
"50","050","4","04","2","88677","28895","59782","3848","1020","54914","2024"
"51","051","1","01","2","75414","27309","48105","1963","558","45584","2024"
"51","051","2","02","2","74637","25122","49515","1593","552","47370","2024"
"51","051","3","03","2","78492","26507","51985","1844","498","49643","2024"
"51","051","4","04","2","77895","26959","50936","1436","572","48928","2024"
"51","051","5","05","2","75580","22356","53224","630","254","52340","2024"
"52","052","1","01","2","69173","22405","46768","1847","814","44107","2024"
"53","053","1","01","2","74188","24019","50169","2788","864","46517","2024"
"53","053","2","02","2","79796","24997","54799","2081","734","51984","2024"
"53","053","3","03","2","72672","25080","47592","1428","624","45540","2024"
"54","054","1","01","2","83273","27638","55635","3877","893","50865","2024"
"54","054","2","02","2","67925","21377","46548","739","228","45581","2024"
"54","054","3","03","2","80358","32759","47599","3279","964","43356","2024"
"54","054","4","04","2","96419","30660","65759","1813","603","63343","2024"
"54","054","5","05","2","78691","24994","53697","1872","535","51290","2024"
"54","054","6","06","2","87576","31575","56001","3752","961","51288","2024"
"55","055","1","01","2","74914","22994","51920","1117","474","50329","2024"
"56","056","1","01","2","115599","30804","84795","3387","1007","80401","2024"
"56","056","2","02","2","113739","29419","84320","3450","1191","79679","2024"
"56","056","3","03","2","98156","28302","69854","2956","1268","65630","2024"
"56","056","4","04","2","113649","32146","81503","1448","511","79544","2024"
"56","056","5","05","2","80823","23525","57298","1075","250","55973","2024"
"56","056","6","06","2","93842","26495","67347","2877","1141","63329","2024"
"57","057","1","01","2","93956","34589","59367","2155","625","56587","2024"
"57","057","2","02","2","76821","25934","50887","1985","547","48355","2024"
"57","057","3","03","2","76064","26257","49807","1351","452","48004","2024"
"57","057","4","04","2","80786","25885","54901","1118","369","53414","2024"
"57","057","5","05","2","72102","25760","46342","1154","385","44803","2024"
"57","057","8","08","2","91382","38387","52995","3516","897","48582","2024"
"57","057","9","09","2","100740","34365","66375","2003","602","63770","2024"
"58","058","1","01","2","73867","25365","48502","2034","585","45883","2024"
"58","058","2","02","2","78765","23664","55101","3396","1497","50208","2024"
"59","059","1","01","2","61712","22164","39548","2817","813","35918","2024"
"59","059","2","02","2","87386","30463","56923","940","403","55580","2024"
"59","059","4","04","2","101863","32000","69863","1077","428","68358","2024"
"59","059","5","05","2","102301","33255","69046","2269","740","66037","2024"
"59","059","6","06","2","95049","26767","68282","2136","701","65445","2024"
"59","059","7","07","2","73452","25489","47963","637","239","47087","2024"
"59","059","8","08","2","68959","31737","37222","2195","697","34330","2024"
"59","059","9","09","2","92071","30861","61210","881","281","60048","2024"
"59","059","10","10","2","83225","34309","48916","1719","593","46604","2024"
"59","059","11","11","2","93231","33404","59827","3688","1052","55087","2024"
"59","059","13","13","2","86061","34405","51656","1346","520","49790","2024"
"59","059","14","14","2","99470","32686","66784","1671","696","64417","2024"
"59","059","15","15","2","97625","30626","66999","1889","912","64198","2024"
"59","059","17","17","2","73889","28089","45800","2323","691","42786","2024"
"59","059","21","21","2","81173","32050","49123","1217","447","47459","2024"
"60","060","1","01","2","83251","29344","53907","1442","571","51894","2024"
"60","060","3","03","2","74512","28060","46452","3241","990","42221","2024"
"60","060","4","04","2","94206","31060","63146","2246","700","60200","2024"
"60","060","5","05","2","73645","25423","48222","3124","854","44244","2024"
"60","060","6","06","2","75862","25942","49920","1645","492","47783","2024"
"60","060","7","07","2","77132","26648","50484","822","267","49395","2024"
"61","061","1","01","2","68189","21893","46296","3090","891","42315","2024"
"61","061","2","02","2","64536","19814","44722","1279","389","43054","2024"
"61","061","3","03","2","70656","22759","47897","1448","441","46008","2024"
"62","062","2","02","2","88606","28931","59675","1960","1045","56670","2024"
"62","062","4","04","2","89959","27896","62063","1717","881","59465","2024"
"62","062","5","05","2","90922","33918","57004","2306","835","53863","2024"
"62","062","7","07","2","94682","36462","58220","1112","649","56459","2024"
"62","062","8","08","2","92392","32646","59746","1772","1013","56961","2024"
"62","062","9","09","2","80773","28079","52694","1764","938","49992","2024"
"63","063","1","01","2","83805","27401","56404","996","427","54981","2024"
"63","063","2","02","2","90172","24267","65905","3587","1319","60999","2024"
"63","063","3","03","2","90191","23993","66198","1521","514","64163","2024"
"63","063","4","04","2","101980","29452","72528","3349","1136","68043","2024"
"63","063","5","05","2","105057","30470","74587","3901","1400","69286","2024"
"64","064","1","01","2","69454","20098","49356","2128","831","46397","2024"
"64","064","2","02","2","84677","22498","62179","2583","1007","58589","2024"
"64","064","3","03","2","83930","23566","60364","1804","727","57833","2024"
"64","064","4","04","2","80798","21131","59667","1304","429","57934","2024"
"64","064","5","05","2","101137","29617","71520","5253","1439","64828","2024"
"64","064","6","06","2","106621","29689","76932","1634","556","74742","2024"
"65","065","1","01","2","87312","26005","61307","5805","2320","53182","2024"
"65","065","2","02","2","88507","25581","62926","4531","1655","56740","2024"
"66","066","1","01","2","74071","25782","48289","3298","1316","43675","2024"
"66","066","3","03","2","85655","28204","57451","4099","1611","51741","2024"
"66","066","4","04","2","102747","31803","70944","3900","1604","65440","2024"
"67","067","1","01","2","62563","20622","41941","1612","516","39813","2024"
"67","067","2","02","2","73016","22713","50303","709","217","49377","2024"
"67","067","3","03","2","70961","23561","47400","620","213","46567","2024"
"67","067","4","04","2","99066","28513","70553","2184","610","67759","2024"
"67","067","5","05","2","107602","33782","73820","2243","675","70902","2024"
"67","067","6","06","2","98281","30429","67852","2056","568","65228","2024"
"67","067","7","07","2","86164","27735","58429","1413","472","56544","2024"
"67","067","8","08","2","94700","32097","62603","1730","574","60299","2024"
"67","067","9","09","2","96278","31102","65176","1677","523","62976","2024"
"68","068","1","01","2","79005","28073","50932","1639","533","48760","2024"
"68","068","2","02","2","92497","29496","63001","2007","624","60370","2024"
"68","068","3","03","2","87370","29068","58302","1884","507","55911","2024"
"68","068","4","04","2","104252","34007","70245","1993","550","67702","2024"
"68","068","5","05","2","76120","26856","49264","1676","173","47415","2024"
"68","068","6","06","2","93929","32559","61370","1849","426","59095","2024"
"69","069","1","01","2","71914","19541","52373","702","233","51438","2024"
"69","069","2","02","2","74623","20188","54435","2109","702","51624","2024"
"69","069","4","04","2","78903","19417","59486","764","213","58509","2024"
"69","069","5","05","2","90622","24104","66518","1037","236","65245","2024"
"69","069","6","06","2","92020","38193","53827","2930","762","50135","2024"
"69","069","7","07","2","72634","28070","44564","474","189","43901","2024"
"69","069","8","08","2","105986","26870","79116","1378","375","77363","2024"
"69","069","9","09","2","98153","28203","69950","1755","487","67708","2024"
"69","069","10","10","2","99067","24572","74495","2245","589","71661","2024"
"69","069","11","11","2","98040","27754","70286","2343","660","67283","2024"
"69","069","12","12","2","82772","21855","60917","827","274","59816","2024"
"69","069","13","13","2","89820","27778","62042","5146","1230","55666","2024"
"69","069","14","14","2","76602","31787","44815","2553","780","41482","2024"
"70","070","1","01","2","88348","25337","63011","2043","1112","59856","2024"
"71","071","1","01","2","75273","22862","52411","2051","579","49781","2024"
"71","071","2","02","2","76630","22767","53863","1816","710","51337","2024"
"71","071","3","03","2","80879","24395","56484","2442","1061","52981","2024"
"71","071","4","04","2","82638","25239","57399","2846","998","53555","2024"
"71","071","5","05","2","85972","27366","58606","2017","748","55841","2024"
"72","072","1","01","2","73786","23127","50659","2481","482","47696","2024"
"72","072","2","02","2","83779","29986","53793","3221","563","50009","2024"
"72","072","3","03","2","85894","27862","58032","1981","860","55191","2024"
"72","072","4","04","2","81461","27554","53907","4705","1155","48047","2024"
"72","072","5","05","2","88004","28833","59171","2443","620","56108","2024"
"73","073","1","01","2","94122","26256","67866","2318","734","64814","2024"
"73","073","2","02","2","75611","23792","51819","1619","490","49710","2024"
"73","073","3","03","2","74595","21006","53589","1696","502","51391","2024"
"73","073","4","04","2","79636","23533","56103","5202","1234","49667","2024"
"74","074","1","01","2","110725","30384","80341","2962","832","76547","2024"
"74","074","2","02","2","101713","29547","72166","2839","774","68553","2024"
"74","074","3","03","2","89979","27596","62383","1862","474","60047","2024"
"74","074","4","04","2","90902","34776","56126","1430","333","54363","2024"
"74","074","5","05","2","103725","33829","69896","2224","704","66968","2024"
"74","074","6","06","2","82169","26263","55906","1884","472","53550","2024"
"75","075","1","01","2","84312","26412","57900","1931","598","55371","2024"
"75","075","2","02","2","74579","22270","52309","1656","575","50078","2024"
"75","075","3","03","2","73178","22821","50357","1483","515","48359","2024"
"75","075","4","04","2","73204","25150","48054","1423","369","46262","2024"
"75","075","11","11","2","72872","21041","51831","1460","527","49844","2024"
"75","075","12","12","2","75515","23700","51815","2500","735","48580","2024"
"75","075","13","13","2","77751","24638","53113","2186","765","50162","2024"
"75","075","14","14","2","76408","26570","49838","1498","336","48004","2024"
"75","075","15","15","2","79598","34959","44639","4491","1251","38897","2024"
"76","076","1","01","2","66621","21175","45446","709","248","44489","2024"
"76","076","2","02","2","95777","26095","69682","2679","655","66348","2024"
"76","076","3","03","2","70633","26939","43694","2224","608","40862","2024"
"76","076","4","04","2","86229","31537","54692","3764","1041","49887","2024"
"76","076","5","05","2","94907","29279","65628","2955","771","61902","2024"
"76","076","6","06","2","109275","34252","75023","3287","884","70852","2024"
"76","076","7","07","2","85544","27809","57735","3009","253","54473","2024"
"76","076","8","08","2","64491","25507","38984","2373","86","36525","2024"
"76","076","9","09","2","95448","29459","65989","2534","785","62670","2024"
"76","076","10","10","2","110887","32342","78545","2971","853","74721","2024"
"77","077","1","01","2","71353","25230","46123","861","285","44977","2024"
"77","077","2","02","2","80460","25705","54755","1715","543","52497","2024"
"77","077","3","03","2","77929","26917","51012","1825","377","48810","2024"
"77","077","4","04","2","88715","30064","58651","1751","579","56321","2024"
"77","077","5","05","2","89815","31898","57917","2147","557","55213","2024"
"77","077","6","06","2","82921","30885","52036","4606","1027","46403","2024"
"77","077","7","07","2","89267","32412","56855","4514","1141","51200","2024"
"77","077","8","08","2","97719","33054","64665","1009","287","63369","2024"
"77","077","9","09","2","87773","31263","56510","3915","911","51684","2024"
"77","077","10","10","2","83015","31572","51443","3749","952","46742","2024"
"78","078","1","01","2","84214","24418","59796","1092","278","58426","2024"
"78","078","2","02","2","86991","24100","62891","2318","583","59990","2024"
"78","078","3","03","2","83538","24705","58833","1876","485","56472","2024"
"78","078","4","04","2","80881","23739","57142","998","286","55858","2024"
"78","078","5","05","2","76785","24020","52765","812","226","51727","2024"
"78","078","6","06","2","77122","25004","52118","955","311","50852","2024"
"78","078","7","07","2","81635","26616","55019","989","272","53758","2024"
"78","078","8","08","2","75365","28760","46605","2238","618","43749","2024"
"78","078","9","09","2","94147","30740","63407","4863","1025","57519","2024"
"78","078","10","10","2","92504","25440","67064","1338","388","65338","2024"
"78","078","11","11","2","70651","24041","46610","1840","560","44210","2024"
"78","078","12","12","2","72353","21597","50756","728","208","49820","2024"
"79","079","1","01","2","91752","27305","64447","1059","475","62913","2024"
"79","079","2","02","2","98055","29687","68368","3216","1296","63856","2024"
"79","079","3","03","2","85329","27303","58026","2289","980","54757","2024"
"80","080","1","01","2","83104","28437","54667","2576","900","51191","2024"
"80","080","2","02","2","77350","24099","53251","1072","343","51836","2024"
"80","080","3","03","2","82023","24166","57857","1864","734","55259","2024"
"80","080","4","04","2","85101","26774","58327","2751","832","54744","2024"
"81","081","1","01","2","85364","24356","61008","2069","1088","57851","2024"
"81","081","2","02","2","110310","31138","79172","6474","2826","69872","2024"
"81","081","3","03","2","104787","29118","75669","3265","1555","70849","2024"
"82","082","1","01","2","93423","26653","66770","2468","1095","63207","2024"
"82","082","2","02","2","97199","29098","68101","5655","2265","60181","2024"
"83","083","1","01","2","71123","25840","45283","1184","363","43736","2024"
"83","083","3","03","2","103283","33280","70003","2021","709","67273","2024"
"83","083","7","07","2","103771","36101","67670","2389","694","64587","2024"
"84","084","1","01","2","74035","27888","46147","3423","1102","41622","2024"
"84","084","2","02","2","86496","27050","59446","3633","1067","54746","2024"
"84","084","4","04","2","90653","29027","61626","5570","1257","54799","2024"
"84","084","5","05","2","84965","26507","58458","3741","1157","53560","2024"
"85","085","1","01","2","120759","36503","84256","3261","1397","79598","2024"
"85","085","2","02","2","114097","33483","80614","2768","1069","76777","2024"
"85","085","3","03","2","136887","38958","97929","3402","1501","93026","2024"
"85","085","4","04","2","104729","31599","73130","1108","375","71647","2024"
"85","085","5","05","2","83993","25521","58472","1906","760","55806","2024"
"86","086","1","01","2","81069","23846","57223","1052","409","55762","2024"
"86","086","2","02","2","80219","21679","58540","1076","430","57034","2024"
"86","086","3","03","2","72430","21526","50904","2060","876","47968","2024"
"86","086","4","04","2","73685","24814","48871","1543","708","46620","2024"
"87","087","1","01","2","83963","23398","60565","1239","760","58566","2024"
"87","087","2","02","2","98351","25835","72516","4543","2543","65430","2024"
"87","087","3","03","2","81414","22651","58763","1277","826","56660","2024"
"88","088","1","01","2","75983","24575","51408","1105","473","49830","2024"
"88","088","2","02","2","71910","22282","49628","1494","664","47470","2024"
"88","088","3","03","2","63361","19840","43521","858","388","42275","2024"
"88","088","4","04","2","64121","19089","45032","1475","687","42870","2024"
"89","089","1","01","2","74976","23399","51577","4267","1114","46196","2024"
"89","089","2","02","2","72260","22894","49366","1664","624","47078","2024"
"90","090","1","01","2","47558","14447","33111","1058","433","31620","2024"
"90","090","2","02","2","46434","14226","32208","2517","936","28755","2024"
"91","091","1","01","2","69850","27216","42634","588","235","41811","2024"
"91","091","2","02","2","92964","31402","61562","5115","1356","55091","2024"
"91","091","3","03","2","99150","30590","68560","4989","1211","62360","2024"
"91","091","4","04","2","99632","30573","69059","2728","673","65658","2024"
"91","091","5","05","2","68718","20566","48152","2407","814","44931","2024"
"91","091","6","06","2","83346","28102","55244","2194","544","52506","2024"
"91","091","7","07","2","74187","26424","47763","640","230","46893","2024"
"91","091","8","08","2","76578","25819","50759","737","205","49817","2024"
"91","091","9","09","2","79812","27927","51885","3498","869","47518","2024"
"91","091","10","10","2","62852","24783","38069","2749","703","34617","2024"
"92","092","2","02","2","71712","20944","50768","1206","262","49300","2024"
"92","092","4","04","2","81091","30220","50871","2170","358","48343","2024"
"92","092","5","05","2","77514","25611","51903","1850","735","49318","2024"
